id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm,rating,bedroom_number,bed_number,bath_number,unit type
2393641,4471546,Donna & Brian,Honolulu,Waianae,21.48286,-158.20193,Entire home/apt,110,20,66,2,147,4,4.65,1.0,1.0,1.0,Condo
2227842,11369496,Brandyn & Kristina,Honolulu,Koolaupoko,21.39308,-157.73299,Private room,80,30,66,7,165,5,4.67,1.0,1.0,0.0,Bed and breakfast
2228088,11369496,Brandyn & Kristina,Honolulu,Koolaupoko,21.39308,-157.73299,Private room,155,30,84,7,131,2,4.53,4.0,4.0,2.0,Home
1859789,9702553,Lori,Honolulu,Koolaupoko,21.38723,-157.72906,Entire home/apt,150,30,172,1,328,4,4.9,0.0,1.0,1.0,Rental unit
2407312,12305876,Melissa,Honolulu,North Shore Oahu,21.67886,-158.03739,Entire home/apt,335,2,148,5,159,7,4.7,1.0,1.0,1.0,Cottage
2228180,11369496,Brandyn & Kristina,Honolulu,Koolaupoko,21.39308,-157.73299,Private room,75,30,87,7,145,2,4.62,1.0,1.0,0.0,Bed and breakfast
2228243,11369496,Brandyn & Kristina,Honolulu,Koolaupoko,21.39308,-157.73299,Entire home/apt,75,30,34,7,149,0,4.58,1.0,1.0,1.0,Rental unit
2228723,11369496,Brandyn & Kristina,Honolulu,Koolaupoko,21.38763,-157.73109,Private room,55,30,138,7,178,1,4.64,1.0,1.0,0.0,Bed and breakfast
2228762,11369496,Brandyn & Kristina,Honolulu,Koolaupoko,21.3934,-157.73323,Private room,58,30,116,7,244,5,4.66,1.0,1.0,0.0,Bed and breakfast
2228778,11369496,Brandyn & Kristina,Honolulu,Koolaupoko,21.3934,-157.73323,Private room,58,30,68,7,261,4,4.74,1.0,1.0,0.0,Bed and breakfast
1873529,320534,Aaron,Honolulu,Primary Urban Center,21.29153,-157.78836,Entire home/apt,249,29,212,1,0,8,4.85,2.0,2.0,1.0,Home
1882019,9797535,Hale,Honolulu,East Honolulu,21.2919,-157.70892,Entire home/apt,1571,30,5,1,0,0,5.0,4.0,4.0,3.0,Home
1893707,498088063,SoulSTR Team,Honolulu,Primary Urban Center,21.27215,-157.82257,Entire home/apt,125,1,500,2,347,41,4.69,0.0,1.0,1.0,Condo
2236758,11346500,Mary,Honolulu,Waianae,21.46128,-158.21226,Entire home/apt,234,2,51,1,67,18,4.96,1.0,1.0,1.0,Rental unit
1919610,1101853,Jimmy,Honolulu,Koolauloa,21.62704,-157.92125,Entire home/apt,895,3,34,1,82,4,4.52,5.0,5.0,3.0,Home
2237000,11421538,Alfred And Deanna,Honolulu,Ewa,21.33438,-158.12335,Entire home/apt,662,6,136,1,260,26,4.96,2.0,2.0,2.0,Villa
2257518,11529876,Jenny'S Cottage Waikiki,Honolulu,Primary Urban Center,21.27692,-157.82493,Entire home/apt,219,30,120,4,187,12,4.88,1.0,1.0,1.0,Condo
2496505,3152360,Tropical Studios At Marine Surf,Honolulu,Primary Urban Center,21.28019,-157.82739,Entire home/apt,141,1,69,20,346,2,4.75,0.0,2.0,1.0,Condo
2263918,4519627,Todd,Honolulu,North Shore Oahu,21.64745,-158.04038,Entire home/apt,134,90,11,1,358,0,4.64,1.0,1.0,1.0,Cottage
2530337,6685693,Maya,Honolulu,Primary Urban Center,21.3099,-157.85178,Entire home/apt,80,30,141,1,106,3,4.85,1.0,1.0,1.0,Rental unit
1936548,10000414,Jill,Honolulu,North Shore Oahu,21.64389,-158.0618,Entire home/apt,149,30,40,3,265,1,4.98,1.0,1.0,1.0,Guest suite
2286499,2241417,Douglas,Honolulu,Primary Urban Center,21.29942,-157.80286,Entire home/apt,98,30,55,3,196,0,4.59,2.0,2.0,2.0,Guest suite
2303459,11763720,Richard,Honolulu,Primary Urban Center,21.27589,-157.82317,Entire home/apt,110,2,228,8,326,17,4.63,0.0,1.0,1.0,Condo
1948020,10074001,Hay And Los,Honolulu,Koolauloa,21.60823,-157.91182,Entire home/apt,171,2,207,1,297,32,4.49,0.0,1.0,1.0,Guest suite
2315252,11822619,Kris,Honolulu,Primary Urban Center,21.27552,-157.82186,Entire home/apt,148,2,231,14,325,44,4.62,1.0,1.0,1.0,Rental unit
