id,host_id,host_name,availability_365,price,latitude,longitude,number_of_reviews,review_scores_rating,minimum_nights,maximum_nights,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,accommodates,bathrooms,bedrooms,beds,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,calculated_host_listings_count
802832719062918616,495345281,Pure Kauai,287,2150.0,22.216308354504665,-159.48660190079167,0,0.0,4,1125,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,4.0,8.0,North Shore Kauai,Kauai,Entire home/apt,13
803692264072766752,243470944,Resort Stay,7,220.0,22.22285176847386,-159.4813619772766,2,4.5,2,14,5.0,4.5,5.0,5.0,4.5,4.5,1,4,0.0,1.0,2.0,North Shore Kauai,Kauai,Entire home/apt,43
802832804884961539,495345281,Pure Kauai,147,1612.0,22.205411996704072,-159.49777695323533,0,0.0,5,1125,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0.0,4.0,4.0,North Shore Kauai,Kauai,Entire home/apt,13
802833367074739063,266083019,Extra Holidays®,105,407.0,22.0106388,-159.3406231,3,5.0,2,28,5.0,5.0,5.0,5.0,5.0,5.0,1,6,0.0,2.0,3.0,Lihue,Kauai,Private room,42
802836029203763979,266083019,Extra Holidays®,99,407.0,22.0106388,-159.3406231,0,0.0,2,28,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,2.0,3.0,Lihue,Kauai,Private room,42
802858378879501263,457152913,Todd,79,186.0,22.2202,-159.47818,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,1.0,1.0,North Shore Kauai,Kauai,Entire home/apt,71
802923076847393219,435080344,Michael,90,219.0,22.00942172143408,-159.34103383640223,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,1.0,2.0,Lihue,Kauai,Entire home/apt,45
803700705804209201,336576760,Tim,87,220.0,22.21858,-159.48361,1,5.0,2,365,5.0,5.0,5.0,5.0,5.0,5.0,0,4,0.0,1.0,2.0,North Shore Kauai,Kauai,Entire home/apt,110
804157801566427812,243470944,Resort Stay,0,206.0,22.222083218631617,-159.47709148442115,2,5.0,2,14,5.0,5.0,5.0,5.0,5.0,5.0,1,4,0.0,1.0,2.0,North Shore Kauai,Kauai,Entire home/apt,43
804244201372920277,457152913,Todd,79,186.0,22.220797656427504,-159.47851686156332,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,1.0,1.0,North Shore Kauai,Kauai,Entire home/apt,71
804248992908772808,457152913,Todd,81,186.0,22.220562943171966,-159.47701918695503,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,1.0,1.0,North Shore Kauai,Kauai,Entire home/apt,71
804252776943734837,457152913,Todd,81,186.0,22.22120281452136,-159.4766094505297,1,5.0,2,365,5.0,5.0,5.0,5.0,5.0,5.0,0,4,0.0,1.0,1.0,North Shore Kauai,Kauai,Entire home/apt,71
804277597518638641,457152913,Todd,76,249.0,22.22270991227473,-159.47688052107443,2,4.5,2,365,5.0,5.0,4.5,5.0,5.0,4.5,0,6,0.0,2.0,2.0,North Shore Kauai,Kauai,Entire home/apt,71
803070454652289729,457152913,Todd,80,149.0,22.22254073144157,-159.46912692905752,1,5.0,2,365,5.0,5.0,5.0,5.0,5.0,5.0,0,2,0.0,0.0,1.0,North Shore Kauai,Kauai,Entire home/apt,71
804294110660428424,457152913,Todd,81,249.0,22.22234,-159.477,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,2.0,North Shore Kauai,Kauai,Entire home/apt,71
804318321257224603,373307437,Deena,177,229.0,22.222697044145367,-159.48159104420125,0,0.0,2,30,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,1.0,2.0,North Shore Kauai,Kauai,Private room,140
805066039783648859,444732174,Sheryl,90,179.0,22.22098267079831,-159.47084554401746,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,1.0,North Shore Kauai,Kauai,Entire home/apt,68
805085852937918496,444732174,Sheryl,90,225.0,22.219176536244294,-159.47072297266126,1,5.0,2,365,5.0,5.0,5.0,5.0,5.0,5.0,0,4,0.0,1.0,2.0,North Shore Kauai,Kauai,Entire home/apt,68
804318360554511740,373307437,Deena,177,199.0,22.222035664957225,-159.47952881654751,0,0.0,2,30,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,1.0,1.0,North Shore Kauai,Kauai,Private room,140
805087607654417693,457152913,Todd,24,169.0,22.05251,-159.32859,1,5.0,4,365,5.0,5.0,5.0,5.0,5.0,5.0,0,2,0.0,0.0,1.0,Kapaa-Wailua,Kauai,Entire home/apt,71
805090427818226978,444732174,Sheryl,90,240.0,22.21887525270597,-159.47106519844306,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,1.0,2.0,North Shore Kauai,Kauai,Entire home/apt,68
804318379411173323,373307437,Deena,173,359.0,22.22257,-159.48145,0,0.0,2,30,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Private room,140
804318408181633834,373307437,Deena,169,349.0,22.224275726460142,-159.48124426275496,0,0.0,2,30,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Private room,140
805091213294131332,444732174,Sheryl,90,245.0,22.220573655767875,-159.4724361810584,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,1.0,2.0,North Shore Kauai,Kauai,Entire home/apt,68
805092442771809560,444732174,Sheryl,90,235.0,22.21951,-159.4721,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,1.0,2.0,North Shore Kauai,Kauai,Entire home/apt,68
804318426025461252,373307437,Deena,179,249.0,22.22252644725793,-159.4812643214898,0,0.0,2,30,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Private room,140
805103942971096244,444732174,Sheryl,90,245.0,22.22127,-159.47022,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,1.0,2.0,North Shore Kauai,Kauai,Entire home/apt,68
805110287577729823,444732174,Sheryl,90,274.0,22.22114619046229,-159.4725306653872,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Entire home/apt,68
805112877398808462,444732174,Sheryl,89,299.0,22.22092291188248,-159.47206039916222,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Entire home/apt,68
805114307956833157,444732174,Sheryl,89,299.0,22.22122,-159.47167,1,5.0,2,365,5.0,5.0,5.0,5.0,5.0,5.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Entire home/apt,68
804374501311173727,457152913,Todd,63,188.0,22.22067,-159.4676,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,1.0,1.0,North Shore Kauai,Kauai,Entire home/apt,71
805115897420680221,444732174,Sheryl,90,299.0,22.22106,-159.47165,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Entire home/apt,68
805117055581296392,444732174,Sheryl,86,299.0,22.219354221697287,-159.47028326358856,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Entire home/apt,68
804390277441017346,457152913,Todd,63,188.0,22.22256077463773,-159.46958942442896,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,1.0,1.0,North Shore Kauai,Kauai,Entire home/apt,71
805122323165800682,335673005,Jennifer Michelle,0,800.0,22.22266377360072,-159.4671040254594,0,0.0,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,2.0,4.0,North Shore Kauai,Kauai,Entire home/apt,1
804403780228575429,47475013,Hamilton,364,749.0,22.22266184497784,-159.47751764258734,0,0.0,3,365,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Entire home/apt,14
805134693681904738,444732174,Sheryl,66,205.0,22.222470145504943,-159.4825636390142,1,5.0,2,365,5.0,5.0,5.0,5.0,5.0,5.0,0,4,0.0,1.0,2.0,North Shore Kauai,Kauai,Entire home/apt,68
805135725817061156,373307437,Deena,180,449.0,22.22002978310552,-159.47150732128424,0,0.0,2,30,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Private room,140
804416639631040361,47475013,Hamilton,365,749.0,22.22049581207356,-159.47792170437717,0,0.0,3,365,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Entire home/apt,14
805135748656734811,373307437,Deena,180,449.0,22.21921797620984,-159.47009052688813,0,0.0,2,30,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Private room,140
805135768426966768,373307437,Deena,180,479.0,22.21973090115692,-159.47047758757338,0,0.0,2,30,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,4.0,North Shore Kauai,Kauai,Private room,140
804458039411751945,457152913,Todd,63,233.0,22.220965677426364,-159.4693553188428,1,5.0,2,365,5.0,5.0,5.0,5.0,5.0,5.0,0,6,0.0,2.0,2.0,North Shore Kauai,Kauai,Entire home/apt,71
804463652982744601,373307437,Deena,179,187.0,22.220126471934925,-159.47234003149254,0,0.0,2,30,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,1.0,1.0,North Shore Kauai,Kauai,Private room,140
